iteration,epoch,loss,accuracy
1.000000,0.000198,0.707512,0.472656
2.000000,0.000396,0.698308,0.509766
3.000000,0.000594,0.709548,0.462891
4.000000,0.000792,0.703721,0.486328
5.000000,0.000990,0.698367,0.507812
6.000000,0.001189,0.694407,0.523438
7.000000,0.001387,0.703277,0.486328
8.000000,0.001585,0.693013,0.529297
9.000000,0.001783,0.696020,0.517578
10.000000,0.001981,0.700460,0.496094
11.000000,0.002179,0.696135,0.515625
12.000000,0.002377,0.697967,0.505859
13.000000,0.002575,0.699934,0.498047
14.000000,0.002773,0.697982,0.505859
15.000000,0.002971,0.696168,0.513672
16.000000,0.003170,0.698022,0.505859
17.000000,0.003368,0.704921,0.472656
18.000000,0.003566,0.696979,0.509766
19.000000,0.003764,0.691301,0.535156
20.000000,0.003962,0.698142,0.503906
21.000000,0.004160,0.693791,0.523438
22.000000,0.004358,0.697842,0.503906
23.000000,0.004556,0.706874,0.460938
24.000000,0.004754,0.698670,0.498047
25.000000,0.004952,0.695951,0.509766
26.000000,0.005151,0.697832,0.501953
27.000000,0.005349,0.703187,0.476562
28.000000,0.005547,0.701558,0.484375
29.000000,0.005745,0.704709,0.468750
30.000000,0.005943,0.701079,0.486328
31.000000,0.006141,0.697282,0.503906
32.000000,0.006339,0.700461,0.488281
33.000000,0.006537,0.702425,0.478516
34.000000,0.006735,0.695128,0.513672
35.000000,0.006933,0.694265,0.517578
36.000000,0.007132,0.690617,0.535156
37.000000,0.007330,0.694208,0.515625
38.000000,0.007528,0.694045,0.517578
39.000000,0.007726,0.703894,0.464844
40.000000,0.007924,0.694509,0.515625
41.000000,0.008122,0.695117,0.511719
42.000000,0.008320,0.697949,0.494141
43.000000,0.008518,0.696596,0.503906
44.000000,0.008716,0.693978,0.515625
45.000000,0.008914,0.697362,0.500000
46.000000,0.009113,0.693794,0.517578
47.000000,0.009311,0.700409,0.480469
48.000000,0.009509,0.700387,0.478516
49.000000,0.009707,0.699230,0.486328
50.000000,0.009905,0.687596,0.552734
51.000000,0.010103,0.695784,0.505859
52.000000,0.010301,0.697953,0.490234
53.000000,0.010499,0.700760,0.472656
54.000000,0.010697,0.696629,0.498047
55.000000,0.010895,0.694944,0.507812
56.000000,0.011094,0.704003,0.453125
57.000000,0.011292,0.700575,0.472656
58.000000,0.011490,0.701094,0.466797
59.000000,0.011688,0.695414,0.503906
60.000000,0.011886,0.695290,0.501953
61.000000,0.012084,0.697120,0.492188
62.000000,0.012282,0.702492,0.457031
63.000000,0.012480,0.701102,0.466797
64.000000,0.012678,0.698993,0.480469
65.000000,0.012876,0.697075,0.490234
66.000000,0.013074,0.692947,0.519531
67.000000,0.013273,0.693997,0.513672
68.000000,0.013471,0.694076,0.507812
69.000000,0.013669,0.697679,0.486328
70.000000,0.013867,0.696604,0.490234
71.000000,0.014065,0.698800,0.476562
72.000000,0.014263,0.695517,0.500000
73.000000,0.014461,0.694302,0.509766
74.000000,0.014659,0.700708,0.460938
75.000000,0.014857,0.692132,0.519531
76.000000,0.015055,0.688903,0.544922
77.000000,0.015254,0.693897,0.509766
78.000000,0.015452,0.693703,0.511719
79.000000,0.015650,0.700154,0.462891
