iteration,epoch,loss,accuracy
1.000000,0.000198,0.693686,0.507812
2.000000,0.000396,0.695422,0.490234
3.000000,0.000594,0.697558,0.468750
4.000000,0.000792,0.693241,0.509766
5.000000,0.000990,0.699094,0.453125
6.000000,0.001189,0.694421,0.501953
7.000000,0.001387,0.695023,0.490234
8.000000,0.001585,0.691664,0.527344
9.000000,0.001783,0.692285,0.517578
10.000000,0.001981,0.694748,0.496094
11.000000,0.002179,0.696296,0.478516
12.000000,0.002377,0.693812,0.503906
13.000000,0.002575,0.692774,0.513672
14.000000,0.002773,0.695503,0.486328
15.000000,0.002971,0.694579,0.494141
16.000000,0.003170,0.694063,0.500000
17.000000,0.003368,0.695271,0.488281
18.000000,0.003566,0.694393,0.500000
19.000000,0.003764,0.694095,0.496094
20.000000,0.003962,0.692514,0.515625
21.000000,0.004160,0.692873,0.515625
22.000000,0.004358,0.694600,0.490234
23.000000,0.004556,0.691905,0.527344
24.000000,0.004754,0.693214,0.507812
25.000000,0.004952,0.693167,0.505859
26.000000,0.005151,0.693814,0.505859
27.000000,0.005349,0.692794,0.511719
28.000000,0.005547,0.694282,0.494141
29.000000,0.005745,0.691340,0.531250
30.000000,0.005943,0.692137,0.519531
31.000000,0.006141,0.695869,0.468750
32.000000,0.006339,0.691721,0.527344
33.000000,0.006537,0.694794,0.486328
34.000000,0.006735,0.692460,0.517578
35.000000,0.006933,0.695627,0.478516
36.000000,0.007132,0.693882,0.492188
37.000000,0.007330,0.693277,0.503906
38.000000,0.007528,0.693718,0.501953
39.000000,0.007726,0.694678,0.494141
40.000000,0.007924,0.690366,0.548828
41.000000,0.008122,0.692542,0.513672
42.000000,0.008320,0.693045,0.509766
43.000000,0.008518,0.696258,0.470703
44.000000,0.008716,0.694618,0.484375
45.000000,0.008914,0.693714,0.507812
46.000000,0.009113,0.694538,0.486328
47.000000,0.009311,0.694208,0.494141
48.000000,0.009509,0.694089,0.496094
49.000000,0.009707,0.693830,0.494141
50.000000,0.009905,0.693888,0.496094
51.000000,0.010103,0.692808,0.513672
52.000000,0.010301,0.691305,0.537109
53.000000,0.010499,0.697053,0.457031
54.000000,0.010697,0.693232,0.503906
55.000000,0.010895,0.692869,0.517578
56.000000,0.011094,0.693499,0.500000
57.000000,0.011292,0.693836,0.500000
58.000000,0.011490,0.693181,0.505859
59.000000,0.011688,0.695073,0.486328
60.000000,0.011886,0.693788,0.498047
61.000000,0.012084,0.694520,0.482422
62.000000,0.012282,0.696387,0.457031
63.000000,0.012480,0.694220,0.492188
64.000000,0.012678,0.691781,0.527344
65.000000,0.012876,0.693655,0.486328
66.000000,0.013074,0.697211,0.451172
67.000000,0.013273,0.693412,0.500000
68.000000,0.013471,0.694115,0.498047
69.000000,0.013669,0.692482,0.515625
70.000000,0.013867,0.694979,0.472656
71.000000,0.014065,0.693074,0.503906
72.000000,0.014263,0.694387,0.492188
73.000000,0.014461,0.694151,0.488281
74.000000,0.014659,0.692720,0.515625
75.000000,0.014857,0.692106,0.519531
76.000000,0.015055,0.691884,0.523438
77.000000,0.015254,0.694463,0.484375
78.000000,0.015452,0.692605,0.515625
79.000000,0.015650,0.692261,0.523438
80.000000,0.015848,0.694651,0.482422
81.000000,0.016046,0.694300,0.498047
82.000000,0.016244,0.695045,0.466797
83.000000,0.016442,0.694572,0.474609
84.000000,0.016640,0.695555,0.470703
85.000000,0.016838,0.691805,0.523438
86.000000,0.017036,0.694083,0.480469
87.000000,0.017235,0.694233,0.484375
88.000000,0.017433,0.694522,0.476562
89.000000,0.017631,0.692642,0.513672
90.000000,0.017829,0.694008,0.482422
91.000000,0.018027,0.695030,0.466797
92.000000,0.018225,0.693384,0.501953
93.000000,0.018423,0.691486,0.541016
94.000000,0.018621,0.693070,0.505859
95.000000,0.018819,0.695901,0.464844
96.000000,0.019017,0.693952,0.494141
97.000000,0.019216,0.693438,0.498047
98.000000,0.019414,0.693249,0.494141
99.000000,0.019612,0.693715,0.480469
100.000000,0.019810,0.691756,0.539062
101.000000,0.020008,0.693330,0.494141
102.000000,0.020206,0.694716,0.462891
103.000000,0.020404,0.692639,0.519531
104.000000,0.020602,0.691483,0.542969
105.000000,0.020800,0.693108,0.501953
106.000000,0.020998,0.693742,0.484375
107.000000,0.021197,0.693546,0.498047
108.000000,0.021395,0.694281,0.474609
109.000000,0.021593,0.694067,0.484375
110.000000,0.021791,0.694310,0.478516
111.000000,0.021989,0.692633,0.507812
112.000000,0.022187,0.695050,0.443359
113.000000,0.022385,0.693925,0.496094
114.000000,0.022583,0.692816,0.513672
115.000000,0.022781,0.693153,0.498047
116.000000,0.022979,0.693039,0.513672
117.000000,0.023177,0.694002,0.496094
118.000000,0.023376,0.692427,0.507812
119.000000,0.023574,0.692099,0.527344
120.000000,0.023772,0.693472,0.496094
121.000000,0.023970,0.694715,0.462891
122.000000,0.024168,0.693043,0.523438
123.000000,0.024366,0.692617,0.531250
124.000000,0.024564,0.693777,0.476562
125.000000,0.024762,0.693814,0.480469
126.000000,0.024960,0.693418,0.492188
127.000000,0.025158,0.692813,0.509766
128.000000,0.025357,0.693890,0.486328
129.000000,0.025555,0.694497,0.464844
130.000000,0.025753,0.693377,0.486328
131.000000,0.025951,0.693812,0.486328
132.000000,0.026149,0.693225,0.501953
133.000000,0.026347,0.692984,0.515625
134.000000,0.026545,0.693425,0.492188
135.000000,0.026743,0.692644,0.513672
136.000000,0.026941,0.693765,0.478516
137.000000,0.027139,0.691818,0.560547
138.000000,0.027338,0.692717,0.496094
139.000000,0.027536,0.692091,0.523438
140.000000,0.027734,0.692883,0.511719
141.000000,0.027932,0.693695,0.480469
142.000000,0.028130,0.693318,0.484375
143.000000,0.028328,0.693195,0.500000
144.000000,0.028526,0.692557,0.539062
145.000000,0.028724,0.692476,0.535156
146.000000,0.028922,0.693182,0.484375
147.000000,0.029120,0.693352,0.500000
148.000000,0.029319,0.693646,0.494141
149.000000,0.029517,0.692818,0.513672
150.000000,0.029715,0.692622,0.535156
151.000000,0.029913,0.693076,0.505859
152.000000,0.030111,0.694728,0.458984
153.000000,0.030309,0.693768,0.476562
154.000000,0.030507,0.693902,0.462891
155.000000,0.030705,0.692556,0.531250
156.000000,0.030903,0.693057,0.521484
157.000000,0.031101,0.691996,0.531250
158.000000,0.031300,0.692151,0.537109
159.000000,0.031498,0.693145,0.515625
160.000000,0.031696,0.692940,0.511719
161.000000,0.031894,0.693824,0.468750
162.000000,0.032092,0.692635,0.503906
163.000000,0.032290,0.692351,0.531250
164.000000,0.032488,0.693391,0.501953
165.000000,0.032686,0.693208,0.498047
166.000000,0.032884,0.692508,0.515625
167.000000,0.033082,0.692299,0.548828
168.000000,0.033281,0.693101,0.498047
169.000000,0.033479,0.692792,0.515625
170.000000,0.033677,0.693392,0.500000
171.000000,0.033875,0.693501,0.511719
172.000000,0.034073,0.694390,0.460938
173.000000,0.034271,0.693445,0.501953
174.000000,0.034469,0.693227,0.505859
175.000000,0.034667,0.693670,0.472656
176.000000,0.034865,0.692315,0.541016
177.000000,0.035063,0.693763,0.466797
178.000000,0.035261,0.693524,0.494141
179.000000,0.035460,0.692594,0.505859
180.000000,0.035658,0.693159,0.505859
181.000000,0.035856,0.693815,0.484375
182.000000,0.036054,0.692352,0.531250
183.000000,0.036252,0.691506,0.552734
184.000000,0.036450,0.693815,0.490234
185.000000,0.036648,0.693310,0.507812
186.000000,0.036846,0.692590,0.521484
187.000000,0.037044,0.692115,0.550781
188.000000,0.037242,0.693536,0.484375
189.000000,0.037441,0.692723,0.511719
190.000000,0.037639,0.692867,0.513672
191.000000,0.037837,0.693537,0.468750
192.000000,0.038035,0.693580,0.464844
193.000000,0.038233,0.693196,0.484375
194.000000,0.038431,0.693855,0.478516
195.000000,0.038629,0.692221,0.539062
196.000000,0.038827,0.692310,0.550781
197.000000,0.039025,0.692854,0.517578
198.000000,0.039223,0.693780,0.474609
199.000000,0.039422,0.693223,0.496094
200.000000,0.039620,0.692898,0.503906
201.000000,0.039818,0.693003,0.503906
202.000000,0.040016,0.692826,0.517578
