iteration,epoch,loss,accuracy
1.000000,0.000198,0.693672,0.498047
2.000000,0.000396,0.693893,0.492188
3.000000,0.000594,0.693807,0.492188
4.000000,0.000792,0.695262,0.458984
5.000000,0.000990,0.694162,0.488281
6.000000,0.001189,0.692363,0.519531
7.000000,0.001387,0.693245,0.507812
8.000000,0.001585,0.692154,0.529297
9.000000,0.001783,0.692151,0.531250
10.000000,0.001981,0.693134,0.513672
11.000000,0.002179,0.694325,0.482422
12.000000,0.002377,0.693422,0.490234
13.000000,0.002575,0.692758,0.511719
14.000000,0.002773,0.692649,0.515625
15.000000,0.002971,0.693928,0.484375
16.000000,0.003170,0.694085,0.478516
17.000000,0.003368,0.694255,0.476562
18.000000,0.003566,0.692959,0.509766
19.000000,0.003764,0.693382,0.498047
20.000000,0.003962,0.693928,0.488281
21.000000,0.004160,0.695030,0.457031
22.000000,0.004358,0.693173,0.501953
23.000000,0.004556,0.692423,0.517578
24.000000,0.004754,0.693265,0.501953
25.000000,0.004952,0.693672,0.492188
26.000000,0.005151,0.693751,0.486328
27.000000,0.005349,0.692988,0.509766
28.000000,0.005547,0.693078,0.503906
29.000000,0.005745,0.692404,0.521484
30.000000,0.005943,0.693552,0.492188
31.000000,0.006141,0.693115,0.511719
32.000000,0.006339,0.694532,0.453125
33.000000,0.006537,0.692425,0.521484
34.000000,0.006735,0.693743,0.482422
35.000000,0.006933,0.693862,0.486328
36.000000,0.007132,0.692150,0.521484
37.000000,0.007330,0.693050,0.498047
38.000000,0.007528,0.693180,0.507812
39.000000,0.007726,0.692922,0.501953
40.000000,0.007924,0.692216,0.531250
41.000000,0.008122,0.692873,0.517578
42.000000,0.008320,0.693235,0.498047
43.000000,0.008518,0.692938,0.515625
44.000000,0.008716,0.692839,0.519531
45.000000,0.008914,0.692227,0.509766
46.000000,0.009113,0.694956,0.429688
47.000000,0.009311,0.693480,0.476562
48.000000,0.009509,0.692583,0.505859
49.000000,0.009707,0.692780,0.519531
50.000000,0.009905,0.692826,0.513672
51.000000,0.010103,0.692532,0.531250
52.000000,0.010301,0.692996,0.513672
53.000000,0.010499,0.693587,0.492188
54.000000,0.010697,0.693478,0.490234
55.000000,0.010895,0.692813,0.500000
56.000000,0.011094,0.692858,0.529297
57.000000,0.011292,0.693242,0.500000
58.000000,0.011490,0.693004,0.500000
59.000000,0.011688,0.692366,0.537109
60.000000,0.011886,0.692755,0.541016
61.000000,0.012084,0.692204,0.537109
62.000000,0.012282,0.692700,0.517578
63.000000,0.012480,0.693447,0.513672
64.000000,0.012678,0.692062,0.542969
65.000000,0.012876,0.694180,0.472656
66.000000,0.013074,0.693246,0.490234
67.000000,0.013273,0.693056,0.492188
68.000000,0.013471,0.693379,0.513672
69.000000,0.013669,0.693269,0.498047
70.000000,0.013867,0.693008,0.501953
71.000000,0.014065,0.692812,0.531250
72.000000,0.014263,0.692304,0.539062
73.000000,0.014461,0.693196,0.500000
74.000000,0.014659,0.694286,0.447266
75.000000,0.014857,0.693014,0.511719
76.000000,0.015055,0.692621,0.521484
77.000000,0.015254,0.693132,0.503906
78.000000,0.015452,0.692792,0.529297
79.000000,0.015650,0.693050,0.501953
80.000000,0.015848,0.692414,0.525391
81.000000,0.016046,0.693115,0.505859
82.000000,0.016244,0.692804,0.525391
83.000000,0.016442,0.692580,0.523438
84.000000,0.016640,0.692873,0.521484
85.000000,0.016838,0.693277,0.500000
86.000000,0.017036,0.693117,0.492188
87.000000,0.017235,0.693627,0.492188
88.000000,0.017433,0.692640,0.527344
89.000000,0.017631,0.692068,0.537109
90.000000,0.017829,0.692200,0.539062
91.000000,0.018027,0.692083,0.537109
92.000000,0.018225,0.692532,0.525391
93.000000,0.018423,0.692262,0.519531
94.000000,0.018621,0.693945,0.482422
95.000000,0.018819,0.693584,0.492188
96.000000,0.019017,0.693151,0.519531
97.000000,0.019216,0.692851,0.515625
98.000000,0.019414,0.692854,0.517578
99.000000,0.019612,0.691769,0.550781
100.000000,0.019810,0.693035,0.513672
101.000000,0.020008,0.692332,0.507812
102.000000,0.020206,0.693267,0.494141
103.000000,0.020404,0.692360,0.505859
104.000000,0.020602,0.691429,0.541016
105.000000,0.020800,0.691818,0.517578
106.000000,0.020998,0.692227,0.527344
107.000000,0.021197,0.693061,0.523438
108.000000,0.021395,0.693412,0.507812
109.000000,0.021593,0.691731,0.558594
110.000000,0.021791,0.691513,0.525391
111.000000,0.021989,0.691484,0.511719
112.000000,0.022187,0.693676,0.480469
113.000000,0.022385,0.690994,0.552734
114.000000,0.022583,0.695508,0.472656
115.000000,0.022781,0.695527,0.462891
116.000000,0.022979,0.693378,0.494141
117.000000,0.023177,0.690552,0.533203
118.000000,0.023376,0.693786,0.515625
119.000000,0.023574,0.692249,0.490234
120.000000,0.023772,0.691201,0.552734
121.000000,0.023970,0.692897,0.488281
122.000000,0.024168,0.691767,0.517578
123.000000,0.024366,0.692092,0.521484
124.000000,0.024564,0.696011,0.470703
125.000000,0.024762,0.692444,0.531250
126.000000,0.024960,0.692905,0.509766
