iteration,epoch,loss,accuracy
1.000000,0.000198,0.693146,0.523438
2.000000,0.000396,0.691720,0.529297
3.000000,0.000594,0.693750,0.488281
4.000000,0.000792,0.693328,0.505859
5.000000,0.000990,0.693301,0.501953
6.000000,0.001189,0.696704,0.439453
7.000000,0.001387,0.693930,0.490234
8.000000,0.001585,0.692165,0.517578
9.000000,0.001783,0.692682,0.527344
10.000000,0.001981,0.694241,0.482422
11.000000,0.002179,0.692533,0.519531
12.000000,0.002377,0.693672,0.492188
13.000000,0.002575,0.694190,0.478516
14.000000,0.002773,0.692700,0.517578
15.000000,0.002971,0.693926,0.486328
16.000000,0.003170,0.692253,0.523438
17.000000,0.003368,0.693340,0.498047
18.000000,0.003566,0.692654,0.523438
19.000000,0.003764,0.694360,0.474609
20.000000,0.003962,0.693117,0.503906
21.000000,0.004160,0.692561,0.525391
22.000000,0.004358,0.694358,0.464844
23.000000,0.004556,0.692629,0.519531
24.000000,0.004754,0.692899,0.503906
25.000000,0.004952,0.693952,0.486328
26.000000,0.005151,0.692248,0.521484
27.000000,0.005349,0.693894,0.496094
28.000000,0.005547,0.691862,0.541016
29.000000,0.005745,0.693876,0.488281
30.000000,0.005943,0.693502,0.498047
31.000000,0.006141,0.693267,0.492188
32.000000,0.006339,0.692320,0.541016
33.000000,0.006537,0.692824,0.488281
34.000000,0.006735,0.692815,0.517578
35.000000,0.006933,0.692524,0.513672
36.000000,0.007132,0.693156,0.507812
37.000000,0.007330,0.692273,0.527344
38.000000,0.007528,0.692062,0.537109
39.000000,0.007726,0.693253,0.511719
40.000000,0.007924,0.693923,0.466797
41.000000,0.008122,0.693615,0.503906
42.000000,0.008320,0.694456,0.451172
43.000000,0.008518,0.692426,0.505859
44.000000,0.008716,0.693410,0.492188
45.000000,0.008914,0.692934,0.494141
46.000000,0.009113,0.693651,0.494141
47.000000,0.009311,0.693846,0.472656
48.000000,0.009509,0.691984,0.550781
49.000000,0.009707,0.693403,0.511719
50.000000,0.009905,0.692042,0.546875
51.000000,0.010103,0.694242,0.457031
52.000000,0.010301,0.692713,0.533203
53.000000,0.010499,0.692806,0.500000
54.000000,0.010697,0.692197,0.535156
55.000000,0.010895,0.693368,0.511719
56.000000,0.011094,0.693523,0.476562
57.000000,0.011292,0.694282,0.484375
58.000000,0.011490,0.692498,0.529297
59.000000,0.011688,0.694325,0.474609
60.000000,0.011886,0.692788,0.503906
61.000000,0.012084,0.693623,0.480469
62.000000,0.012282,0.692447,0.529297
63.000000,0.012480,0.693576,0.472656
64.000000,0.012678,0.694117,0.474609
65.000000,0.012876,0.694042,0.500000
66.000000,0.013074,0.693937,0.484375
67.000000,0.013273,0.692427,0.531250
68.000000,0.013471,0.692962,0.523438
69.000000,0.013669,0.693126,0.513672
70.000000,0.013867,0.692769,0.509766
71.000000,0.014065,0.693783,0.462891
72.000000,0.014263,0.693317,0.496094
73.000000,0.014461,0.693307,0.498047
74.000000,0.014659,0.694057,0.455078
75.000000,0.014857,0.692514,0.535156
76.000000,0.015055,0.692879,0.513672
77.000000,0.015254,0.693059,0.480469
78.000000,0.015452,0.692908,0.509766
79.000000,0.015650,0.692789,0.525391
80.000000,0.015848,0.693329,0.490234
81.000000,0.016046,0.693363,0.492188
82.000000,0.016244,0.692934,0.509766
83.000000,0.016442,0.692674,0.525391
84.000000,0.016640,0.692400,0.558594
85.000000,0.016838,0.693619,0.476562
